,prompt,source,index,caption_id,precision,reciprocal_rank
3276,A man with glasses is sitting in his bed with his cat below.,mscoco,4399,548551,0.25,0.6666666666666666
3277,The baseball player hits the ball with a strong swing.,mscoco,2240,297121,0.15000000000000002,0.5833333333333333
3278,A bowl with food sitting next to two glasses.,mscoco,3123,776830,0.0,0.0171296296296296
3279,Wart hogs and zebras eating grass near each other,mscoco,4478,487250,0.05,0.5192307692307692
3280,Bird covers its young chick while in the tall grass of a marsh.,mscoco,4882,236295,0.05,0.06974637681159421
3281,Colorful food truck stopping for customers to order from,mscoco,5556,55964,0.05,0.1333333333333333
3282,A dog sits in a basket on a bike.,mscoco,3025,499972,0.5,1.0
3283,a man is riding on a board at the beach,mscoco,1798,705951,0.25,0.5
3284,A modern style bathroom with blue tile and white fixtures.,mscoco,3910,376166,0.8,1.0
3285,A zebra to the right of a fire hydrant.,drawbench,133,133,0.0,0.0
3286,Person skateboarding on the edge of an arena design for skate boarding.,mscoco,1408,371888,0.1,0.21666666666666667
3287,An empty apartment room with a bed and computer desk.,mscoco,2397,168816,0.0,0.0839160839160839
3288,Wooden desk and cabinet unit and electronics in an occupied hotel room.,mscoco,3936,201696,0.25,0.2857142857142857
3289,A United Airlines jet flying in the blue sky.,mscoco,3862,352546,0.05,0.5121951219512195
3290,"A plate of food with broccoli, radishes, rice and chips.",mscoco,4714,246358,0.05,0.2647058823529411
3291,A zebra is standing in an enclosure in a zoo.,mscoco,5436,102913,0.7,0.41666666666666663
3292,Many sheep are inside a wire fence near a large hill.,mscoco,5418,189280,0.3,0.375
3293,A tennis player throws the ball up to serve.,mscoco,107,102708,0.35,0.5454545454545454
3294,A group of men are playing soccer on a grass field.,mscoco,2691,341196,0.35,0.23809523809523805
3295,A horse and foal in a fenced in field.,mscoco,1330,691040,0.15000000000000002,0.22916666666666666
3296,a building with a clock tower against a blue sky,mscoco,1870,303170,0.44999999999999996,1.0
3297,Cupcakes and other baked goods on a table for sale,mscoco,5214,126252,0.3,1.0
3298,A giraffe standing next to a small tree in the open plains ,mscoco,5340,43934,0.2,1.0
3299,A man wearing a yellow jacket and sunglasses snowboarding down a hill,mscoco,4395,612927,0.3,0.5833333333333333
3300,A black and white photograph of a messy living area.,mscoco,441,105962,0.05,0.1333333333333333
3301,Apples and oranges are displayed at a fruit market.,mscoco,618,59452,0.6,0.375
3302,A dog standing on the top of a couch in front of a window.,mscoco,3962,343500,0.25,1.0
3303,A statue is displayed next to some odd street signs.,mscoco,1885,654714,0.2,1.0
3304,hotdog bun with chili is held by food service worker,mscoco,5839,133881,0.1,1.0
3305,a group of people huddled together in a street holding umbrellas,mscoco,5745,506765,0.05,0.1583333333333333
3306,A man with sunglasses on standing next to a basket of tennis balls.,mscoco,3782,626282,0.1,0.6666666666666666
3307,A young girl kicking a soccer ball in a game,mscoco,3350,806793,0.7,1.0
3308,Biplane flying over blue ocean next to coastline.,mscoco,3992,184322,0.5,0.75
3309,A group of people on surfboards in the water.,mscoco,3766,340807,0.75,1.0
3310,A yellow and green train sitting idle on the railroad track,mscoco,3332,258844,0.15,0.0886699507389162
3311,A female tennis player on a tennis court leaning forward and holding a racquet low down,mscoco,5135,740118,0.05,0.11282051282051281
3312,Two giraffes standing on bare ground in a zoo. ,mscoco,2767,558919,0.05,0.2685185185185185
3313,A young woman is sitting on the steps in front of a building and talking on a cell phone.,mscoco,3282,447851,0.30000000000000004,0.75
3314,Black and white photograph of a bathroom area.,mscoco,3407,415290,0.35,0.75
3315,Black and white cat with black nose laying on bedspread.,mscoco,4284,54879,0.2,1.0
3316,Students operate notebook computers in the classroom. ,mscoco,5359,401348,0.25,0.75
3317,A stop sign with a bus route sign attached to it.,mscoco,2803,743764,0.05,0.2717391304347826
3318,A fruit stand has various fruits on the table.,mscoco,335,542735,0.5,0.75
3319,A small white dog on a wooden door step.,mscoco,4933,270848,0.1,1.0
3320,Two military personnel slicing a cake while others look on.,mscoco,892,277387,0.35,0.25
3321,A black and brown dog standing outside a door. ,mscoco,2520,658357,0.1,0.1214285714285714
3322,"A city block with people, cars, buses and a street vendor. ",mscoco,3628,510353,0.1,0.75
3323,A picture of a small garden with writing on the image.,mscoco,4996,553595,0.0,0.03857142857142855
3324,Four men playing doubles tennis on a court.,mscoco,1630,345656,0.05,0.1435185185185185
3325,A cheese pizza is shown on a table with a fork next to it.,mscoco,3238,717313,0.2,0.5625
3326,a person laying in the water beside a blue surfboard,mscoco,336,352205,0.1,0.1
3327,A desktop computer monitor sitting on top of a desk.,mscoco,2707,620273,0.6000000000000001,0.6666666666666666
3328,A young man is shown using a cell phone.,mscoco,5178,761504,0.4,0.5
3329,Toilet with black walls and cream flooring with photo,mscoco,5638,443013,0.05,0.11688311688311684
3330,a woman sitting in a car while holding onto a cake in a plastic container ,mscoco,2903,249677,0.1,1.0
3331,A boat sitting on a beach near the water.,mscoco,102,565372,0.65,0.41666666666666663
3332,A white plate serving a sandwich with greens.,mscoco,165,184797,0.30000000000000004,0.6
3333,A slice of berry bread on a plate with a fork next to it.,mscoco,1281,16804,0.1,0.6666666666666666
3334,A dish made of cauliflower and broccoli covered in sauce.,mscoco,1980,17356,0.05,0.53125
3335,A fire engine inside or in front of a fire station.,mscoco,4132,183420,0.15,0.5357142857142857
3336,"The  photo is taken from inside the airport,  airplane is standing at the gate.",mscoco,3580,218659,0.15000000000000002,0.3333333333333333
3337,"Group sitting on park bench in front of traffic and ""Carlton Audio Visual"" store",mscoco,5273,371444,0.05,0.5227272727272727
3338,An distance view of a baseball player preparing to hit the ball.,mscoco,5909,182696,0.1,0.13888888888888884
3339,A white and brown toilet with portions removed.,mscoco,1378,187493,0.1,0.15555555555555556
3340,A group of elephants is pictured in a grassy area.,mscoco,1380,717077,0.95,1.0
3341,Man demonstrating horse back riding safety by wearing a helmet. ,mscoco,4069,389818,0.05,0.08760683760683755
3342,a black vanity top sink toilet and mirror,mscoco,2988,713069,0.35,0.625
3343,Runner at 1st base ready to run to 2nd.,mscoco,4437,401644,0.0,0.02128838239949345
3344,A soccer goalie guards the goal and watches the ball. ,mscoco,5548,616232,0.25,0.75
3345,People flying and watching kites at a park,mscoco,2395,588593,0.6499999999999999,1.0
3346,Two Zebras are standing near some rocks. ,mscoco,302,779735,0.25,1.0
3347,some children are around a chocolate cake with three candles,mscoco,5232,122945,0.05,0.5238095238095238
3348,Batter at plate preparing to swing during game in stadium.,mscoco,5231,295775,0.1,0.5833333333333333
3349,A variety of fruit on display for sale,mscoco,5385,256085,0.75,0.6
3350,"Large, tusked elephant in dry grass under trees",mscoco,5465,229178,0.2,0.625
3351,Oranges sit together in a bowl in the light. ,mscoco,4611,298193,0.8500000000000001,1.0
3352,A green double decker bus on road next to waterfall.,mscoco,3767,602246,0.2,1.0
3353,A man holding a pair of skis and a ski pole.,mscoco,4974,709756,0.15000000000000002,0.3
3354,A snow boarding area covered with snow in winter.,mscoco,2228,49850,0.0,0.02852650494159925
3355,A close-up of two cows standing in the dirt.,mscoco,408,131950,0.2,0.6666666666666666
3356,Large sandwich with beverage seen on paper wrapper.,mscoco,2891,634880,0.1,0.20833333333333331
3357,A man standing in a kitchen while preparing food.,mscoco,1872,217708,0.55,0.75
3358,A man flying a kite over a sandy beach.,mscoco,3753,785011,0.7,0.75
3359,Sculpture of thin white dog on a park bench.,mscoco,3474,60651,0.2,1.0
3360,A dog looks at the camera while sitting on the couch.,mscoco,5947,341251,0.2,1.0
3361,a brown bear with wet fur walking in a grass field.,mscoco,4432,247449,0.15,0.5416666666666666
3362,A man on a moped pulling a cart with two people.,mscoco,1862,620004,0.0,0.042063492063492
3363,A green and blue fire hydrant sitting on a sidewalk.,mscoco,209,494959,0.1,0.75
3364,A man is riding a surfboard on the water.,mscoco,2780,558363,0.44999999999999996,0.75
3365,A small dog is in a vehicle safety harness.,mscoco,2881,709411,0.15000000000000002,0.6
3366,A coffee drink and a plate of croissants.,mscoco,2844,813229,0.15000000000000002,0.75
3367,A man in a yellow shirt rides a skate board.,mscoco,3993,646808,0.25,0.375
3368,a clock on a tower of a castle,mscoco,2985,339318,0.35,0.6
3369,A small table with a laptop computer and a chair in front of it.,mscoco,2045,409315,0.1,0.22916666666666666
3370,A man that is holding two suitcases over his head.,mscoco,3022,570857,0.05,0.27941176470588236
3371,A man and woman are standing in skis on a mountain.,mscoco,1288,454022,0.65,1.0
3372,A group of flowers in a vase on a table.,mscoco,580,809153,0.30000000000000004,0.29166666666666663
3373,A crowd of people standing on a beach flying a kite.,mscoco,4252,151210,0.75,1.0
3374,"A dual monitor station also hosts a cup of coffee, water, and a thin keyboard with a mouse.",mscoco,1433,332145,0.05,0.10467289719626166
3375,A man surfs on a surfboard on a lake.,mscoco,5301,826407,0.30000000000000004,0.1964285714285714
3376,A pasta noodle dish with chicken and vegetables,mscoco,229,313616,0.4,0.75
3377,"A green and white traffic sign reading ""sunnydale"" and a traffic light.",mscoco,200,373652,0.1,1.0
3378,Two giraffes standing in a stone fence enclosure.,mscoco,5656,557810,0.25,0.5238095238095238
3379,A young boy in a red shirt looking at a cell phone,mscoco,1912,398697,0.1,0.5625
3380,Greek statue of a man tripping over a cat.,drawbench,156,156,0.05,0.1026178010471204
3381,A double decker sightseeing tour bus in London. ,mscoco,1042,658272,0.44999999999999996,1.0
3382,A photo of a stop sign at an intersection.,mscoco,1854,556603,0.25,0.2121212121212121
3383,A older man wearing a hat and riding a white scooter.,mscoco,503,373070,0.1,0.75
3384,"Graffiti reading ""War"" painted onto a street stop sign",mscoco,4109,166169,0.6,1.0
3385,A shot of an aging Michael J. Fox at the TV Land Awards. ,mscoco,5722,436936,0.1,1.0
3386,A gray elephant is standing in a park enclosure.,mscoco,2761,358236,0.25,0.41666666666666663
3387,"A plate of food with carrots, meat with gravy and beverages on a table. ",mscoco,4463,676730,0.2,0.625
3388,A meat gyro and a cup of soup on a plate.,mscoco,3539,573930,0.1,0.75
3389,Purple flower with shell on top near unripe bananas. ,mscoco,1794,657963,0.15000000000000002,1.0
3390,A refrigerator is wrapped up in cellophane in a living room. ,mscoco,3512,417153,0.15000000000000002,1.0
3391,A blue motorcycle parked next to a van with a painting on it's side.,mscoco,374,74019,0.1,0.75
3392,Rather cluttered living room ith laptop and chairs.,mscoco,4211,735291,0.1,0.3214285714285714
3393,a long train going down a track beside a grassy hill ,mscoco,175,353823,0.2,0.1964285714285714
3394,a train traveling next to a railway platform.,mscoco,1693,354682,0.25,0.6
3395,"Some noodles, meat, and vegetables are in a white bowl.",mscoco,3777,382684,0.15000000000000002,0.5833333333333333
3396,A bowl of fruit on top of oranges on a table.,mscoco,1167,33521,0.0,0.01200828157349895
3397,A tennis player in action on the court.,mscoco,191,679786,0.05,0.10833333333333331
3398,People in a park trying to fly a large purple kite that looks like a fish.,mscoco,6,399457,0.1,0.5833333333333333
3399,A view of a tomatoe sandwich set on a table.,mscoco,4942,809887,0.15000000000000002,0.41666666666666663
3400,"Traditional analog clock, Roman numerals, ""Le Cacheur Chateau Hierry"" on metallic blue stripped/curtain background.",mscoco,4780,99330,0.1,1.0
3401,a beach crowded with people and many different colored umbrellas,mscoco,2783,97159,0.75,1.0
3402,A grilled ham and cheese sandwich with a bite out of it.,mscoco,1762,769003,0.0,0.06249999999999995
3403,A man sitting in front of a laptop computer at a table.,mscoco,2375,786331,0.7,0.41666666666666663
3404,A living room filled with furniture surrounded by windows.,mscoco,713,352661,0.35,0.3333333333333333
3405,"A white plate topped with broccoli, meat and potatoes.",mscoco,967,274823,0.15000000000000002,0.175
3406,A skier skiing down a steep hill with ski lifts overhead.,mscoco,5577,233167,0.1,0.1279585798816568
3407,A toilet sits atop a tiled black and white floor.,mscoco,3187,372310,0.1,0.75
3408,A woman that is holding a phone and a wine glass.,mscoco,2105,769947,0.0,0.058612440191387546
3409,A man is flying a kite on a beach.,mscoco,570,764508,0.55,0.6666666666666666
3410,Two horses grazing in a fenced in grassy field.,mscoco,1037,27510,0.2,0.5625
3411,Plane preparing to takeoff on runway of airport.,mscoco,5528,768892,0.25,0.3125
3412,A traffic signal shows a red light at an intersection.,mscoco,5286,299030,0.35,0.625
3413,Electric guitar player using a musical keyboard and a laptop.,mscoco,4090,812263,0.05,0.2606382978723404
3414,A big brown bear in the field of an enclosure.,mscoco,1071,117302,0.15000000000000002,0.375
3415,A stop sign with a tan border at an intersection.,mscoco,3403,575543,0.05,0.5032051282051282
3416,a bridge with a clock tower in the background,mscoco,3330,84583,0.2,0.20238095238095236
3417,An aircraft mechanic services a jet fighter parked on a runway.,mscoco,5410,79105,0.0,0.05239898989898985
3418,"A giraffe shares a habitat with a zebra, an ostrich, and an okapi.",mscoco,5392,715675,0.05,0.515625
3419,a person starting to ski down a hill for a race ,mscoco,2060,425481,0.05,0.10084033613445374
3420,A view of a child with headphones on interacting with a computer. ,mscoco,1363,800864,0.4,1.0
3421,Two young people playing a game on the Nintendo Wii.,mscoco,5183,98352,0.2,0.35
3422,The large bird is flying low to the beach by the water. ,mscoco,2943,266588,0.6,1.0
3423,Two elephants standing in an open field near the ocean.,mscoco,2304,827775,0.1,0.75
3424,Young skateboarder preparing to perform while others look on.,mscoco,2356,662022,0.0,0.0833333333333333
3425,A group of elephants walking in muddy water.,mscoco,4184,200092,0.7,0.75
3426,A passenger train sits near a station platform. ,mscoco,3696,208363,0.3,0.5714285714285714
3427,A pizza with tomatoes sitting on a table by a wine glass.,mscoco,1392,786896,0.0,0.01161734164070605
3428,A bundt chocolate cake on top of a plate.,mscoco,3963,601038,0.6,0.75
3429,A blue vase that is holding pink and white flowers.,mscoco,2846,426516,0.05,0.5227272727272727
3430,a lincoln airport police truck parked in the back of a building with lots of windows,mscoco,3948,304930,0.1,1.0
3431,A black colored dog.,drawbench,3,3,0.0,0.00327289606305175
3432,Man standing in a newly created kitchen with white refrigerator,mscoco,3754,415004,0.05,0.0625
3433,A couple of people that are riding bikes on the street.,mscoco,714,422667,0.44999999999999996,0.5
3434,A traffic light is on top of a stand in the road.,mscoco,4877,598526,0.15000000000000002,0.75
3435,A large tall tower with a clock on the top.,mscoco,1976,528574,0.6000000000000001,1.0
3436,A man kiteboarding over a large body of water.,mscoco,3399,223077,0.55,1.0
3437,Large white yacht in the sea with windsurfers nearby.,mscoco,3015,421738,0.1,1.0
3438,A large decorative Air Force plane on display.,mscoco,632,4720,0.30000000000000004,0.5714285714285714
3439,Two large zebras graze inside an enclosed area,mscoco,1887,293929,0.35,0.75
3440,"Room with fireplace, radiator, and window, empty of furniture, being painted.",mscoco,3792,294216,0.1,1.0
3441,a brown and black bear and a green branch,mscoco,1199,36703,0.0,0.0203125
3442,"This Masai giraffe has had numerous conflicts of head butting, as proven by the many head lumps developed.  ",mscoco,5781,574764,0.0,0.0212254901960784
3443,a large elephant that is standing next to a car,mscoco,4679,572629,0.35,1.0
3444,Two cats sitting in front of a window.,mscoco,1326,460946,0.9,1.0
3445,Some very cute looking ducks in  the grass.,mscoco,2948,569380,0.6,1.0
3446,Skate boarder on half pipe about to fall off.,mscoco,3639,439321,0.0,0.0012748689219277
3447,a large zebra that is walking on some grass,mscoco,4711,572307,0.39999999999999997,0.5555555555555556
3448,A small bathroom has holes in the wall and a white toilet.,mscoco,4738,489702,0.05,0.2717391304347826
3449,a person flying a kite over a large green field.,mscoco,2025,60965,0.65,1.0
3450,Large street sign on post next to traffic light and building.,mscoco,4922,412512,0.0,0.022587719298245552
3451,some silver scissors thread and a bag and supplies,mscoco,5873,811594,0.05,0.52
3452,"Eight car train passing through rural area in winter.
",mscoco,4521,19372,0.05,0.10273224043715845
3453,A man walks down the sidewalk with a bag while traffic alongside him is in the road.,mscoco,122,75195,0.0,0.00706395348837205
3454,A crowd watches a baseball player with a bat in his hands. ,mscoco,2760,604603,0.15,0.29166666666666663
3455,The young man is riding a surf board in the ocean.,mscoco,2553,169804,0.25,0.75
3456,A picture of an airplane sitting in a hanger.,mscoco,617,272193,0.6,1.0
3457,A tennis player touching the U.S. Open banner.,mscoco,1933,169957,0.1,1.0
3458,There is a muffin next to the grapefruit.,mscoco,727,813222,0.05,0.5208333333333333
3459,some black and white cows in their pen and trees,mscoco,3683,547720,0.05,0.17045454545454544
3460,A wooden bowl containing a bunch of green bananas.  ,mscoco,2191,212514,0.1,0.6666666666666666
3461,A train is pulled up to a boarding station.,mscoco,3281,156249,0.44999999999999996,1.0
3462,A picture of a large building with a clock tower.,mscoco,3083,528005,0.2,0.20833333333333331
3463,A elephant that is standing in the grass.,mscoco,927,464014,0.8,1.0
3464,Red and grey train with orange stripe on tracks.,mscoco,682,231745,0.05,0.28846153846153844
3465,A black and white photograph of a train on a flooded track.,mscoco,2033,172694,0.1,1.0
3466,A cat stands entranced by picture of a rat on a television screen.,mscoco,437,737018,0.0,0.0465367965367965
3467,Several birds standing around on a fence near the ocean at sunset. ,mscoco,5543,681129,0.05,0.09722222222222215
3468,Two identical images of a female player with tennis racket and ball.,mscoco,4022,704650,0.7,1.0
3469,A boy swinging a baseball bat at a ball on a field.,mscoco,4639,515488,0.7,1.0
3470,A market features a variety of fruits and vegetables. ,mscoco,2096,272750,0.75,0.75
3471,A woman and a child playing with blocks in a living room. ,mscoco,3602,511329,0.1,1.0
3472,there is a woman standing in the woods with a yellow suitcase,mscoco,4297,451629,0.05,0.2121212121212121
3473,"A desk with computer, laptop, phone and cell phone on top.",mscoco,2565,573290,0.0,0.02229105928085515
3474,A red PARE sign sitting on the side of a pole.,mscoco,4770,225380,0.1,0.41666666666666663
3475,"A living room area of a house that has a flatscreen television on the wall, over a fireplace.",mscoco,3904,530959,0.6,1.0
3476,Wake boarder dressed as Lego figure goi off ramp in lake.,mscoco,5875,766241,0.05,0.506578947368421
3477,Street signs in a flooded area during a storm.,mscoco,5823,546745,0.4,0.625
3478,A baseball player pulls his arm back to throw the ball.,mscoco,3996,654093,0.55,0.625
3479,A large clock hanging off the side of a building.,mscoco,4482,556741,0.25,0.5151515151515151
3480,A bunch of luggage that is stacked on a cart.,mscoco,5597,711692,0.65,1.0
3481,A huge white bathtub and toilet in a yellow tile and white bathroom with two windows.,mscoco,2653,565484,0.1,1.0
3482,Three young women pose with their tennis rackets.,mscoco,1097,672375,0.1,1.0
3483,"A living room with two blue couches, a small table and a small tv.",mscoco,383,553354,0.25,0.75
3484,a couch with pillows and a glass table,mscoco,3709,340084,0.15,0.5294117647058824
3485,a big clock sitting inside of a glass window ,mscoco,1856,545005,0.05,0.53125
3486,A person is plowing a field with an elephant.,mscoco,436,237395,0.1,1.0
3487,A man in boxers is sitting on a skateboard.,mscoco,639,153899,0.05,0.27
3488,A split picture of two scenes containing the same cat near a window,mscoco,3872,64141,0.1,0.6
3489,A store with bunches of ripe bananas hanging from poles.,mscoco,129,221856,0.25,0.75
3490,a man in glasses is playing with a white controller,mscoco,537,39887,0.25,0.3055555555555556
3491,Slices of square cut pizza displayed on wooden surface.,mscoco,2920,259701,0.1,0.75
3492,"A living area with chairs, television and a coffee table.",mscoco,5824,438000,0.15000000000000002,0.35
3493,Giraffes in captivity in a small concrete enclosure.,mscoco,4328,780361,0.1,0.5384615384615384
3494,A picture of four computer and tablet devices.,mscoco,2847,686273,0.25,0.75
3495,A group of black and white cows in pen in a barn.,mscoco,2773,296784,0.25,0.6666666666666666
3496,The blue city bus is parked beside a pole on the sidewalk. ,mscoco,1512,795566,0.1,0.28125
3497,the shower area of a white tiled bathroom,mscoco,4388,474907,0.15000000000000002,0.1833333333333333
3498,A shorebird walks in mud along the water's edge. ,mscoco,5642,209208,0.05,0.10989010989010985
3499,A triangular pink stop sign. A pink stop sign in the shape of a triangle.,drawbench,56,56,0.0,0.0
3500,The piece of pie is layered and contains chocolate.,mscoco,5345,745900,0.05,0.20833333333333331
3501,A very cute big dog hanging out of a car window.,mscoco,4370,481644,0.55,0.5
3502,A white and green double decker bus on a road.,mscoco,5962,268182,0.45,0.75
3503,A person in blue and white ski suit skiing down a slope.,mscoco,1764,365401,0.1,0.1513157894736842
3504,A girl is holding a volleyball while a crowd watches. ,mscoco,4162,420858,0.1,0.75
3505,A man standing in front of a television holding a Wii remote control. ,mscoco,4457,30137,0.7,0.75
3506,"A room with a couch, table, chairs and a lamp. ",mscoco,3617,481373,0.05,0.1357142857142857
3507,Skier on a snowboard at a ski resort.,mscoco,4024,172914,0.05,0.0602284527518172
3508,An adult elephant walking next to a small elephant.,mscoco,5414,721333,0.55,0.6666666666666666
3509,People walking on a city sidewalk in the rain ,mscoco,919,587894,0.65,0.75
3510,A blender being used to blend up foods.,mscoco,3382,698033,0.7,0.75
3511,A large bathroom with a white toilet and large bathroom sink.,mscoco,1160,606879,0.25,0.29166666666666663
3512,a passenger train going down a track by a fence,mscoco,4152,736368,0.1,0.10526315789473681
3513,Cross-country skiers travel through the open wilderness smiling.,mscoco,4229,464495,0.0,0.02106186924089505
3514,A baseball game with a young boy up to bat.,mscoco,5674,281664,0.44999999999999996,0.6666666666666666
3515,A baseball player wearing a baseball glove catching a ball.,mscoco,3058,329308,0.05,0.0753205128205128
3516,Several giraffes stand near each other in a large grassy area,mscoco,5478,415101,0.5,1.0
3517,Split photo of man preparing to serve tennis ball.,mscoco,798,634680,0.05,0.2594339622641509
3518,A yellow and green bus passing in front of a building.,mscoco,5121,233974,0.2,0.5714285714285714
3519,A giraffe standing by itself in a grassy area. ,mscoco,2919,661006,0.75,1.0
3520,a little girl wearing a scarf and necklaces smiling at the camera ,mscoco,4575,132084,0.1,1.0
3521,A microwave in a trash can on the corner of a street.,mscoco,3414,81365,0.1,0.75
3522,A white bus sitting next to a red brick building.,mscoco,1551,460327,0.1,0.2833333333333333
3523,Vintage photo of busy street with streetcars in horse drawn buggies.,mscoco,3820,552480,0.15000000000000002,0.24999999999999994
3524,A stop light hanging over a city street,mscoco,2322,208331,0.1,0.2727272727272727
3525,A black and white picture of a young man performing a skate board jump.,mscoco,4197,522860,0.3,0.5833333333333333
3526,A group of bicycles parked along a sidewalk next to a building.,mscoco,1689,245579,0.55,0.75
3527,People near a fruit stand with bunches of bananas.,mscoco,5692,65918,0.65,0.625
3528,A medieval painting of the wifi not working.,drawbench,151,151,0.0,0.0
3529,A woman in yellow tossing a tennis ball over the net to a little boy.,mscoco,4528,710149,0.1,0.6666666666666666
3530,Light colored long horn cattle in alpine grazing area.,mscoco,5187,259846,0.0,0.07045454545454545
3531,A baby in his/her chair eating a banana. ,mscoco,3724,227990,0.35,0.375
3532,A red train car is on the tracks between other cars.,mscoco,44,479763,0.0,0.0482456140350877
3533,Two teddy bears with bows on a white background.,mscoco,5724,786512,0.1,0.5
3534,A baseball player standing on a field holding a bat.,mscoco,135,478777,0.4,0.6
3535,A brown horse with a white diamond pattern on the forehead.,mscoco,1583,68532,0.1,0.13888888888888884
3536,People on the ground are flying a variety of kites.,mscoco,306,298399,0.15000000000000002,0.5714285714285714
3537,a woman slicing a tomato next to a pan full of food ,mscoco,5601,712259,0.05,0.5076923076923077
3538,"Young men skateboard outside, doing tricks against various obstacles.",mscoco,2974,197407,0.05,0.0849673202614379
3539,A man eating a slice of pizza in front of a tall building.,mscoco,433,627570,0.15000000000000002,1.0
3540,A banana is peeled and some slices are cut.,mscoco,3667,558477,0.1,0.1547619047619047
3541,Two giraffes hovering over a small green bush.,mscoco,3557,474752,0.0,0.0108024691358024
3542,a woman reaching her arm up as she gets ready to hit a tennis ball,mscoco,4687,710120,0.25,0.5
3543,A stop sign at the end of a narrow alleyway,mscoco,1282,270110,0.05,0.2564102564102564
3544,A woman holding a pizza pie on a tray in a kitchen.,mscoco,1783,160375,0.35,0.6666666666666666
3545,The man is in the lead during the bike race. ,mscoco,1541,264073,0.15000000000000002,0.29166666666666663
3546,A blue and yellow double decker bus next to a building.,mscoco,4393,388695,0.25,0.35
3547,A baseball player slides into base while the other player waits for the ball.,mscoco,5957,492624,0.65,1.0
3548,A man hitting a ball on a tennis court.,mscoco,4624,694293,0.4,0.5833333333333333
3549,A large living room with large windows all around it .,mscoco,2566,236733,0.5,1.0
3550,a cat laying inside of a open suit case,mscoco,4405,555186,0.55,0.75
3551,A woman getting ready to hit a tennis ball on a court.,mscoco,3160,816343,0.2,0.6666666666666666
3552,A long black train traveling under a bridge.,mscoco,1741,654188,0.30000000000000004,0.35
3553,A roast beef sandwich held together with skewers on a plate.,mscoco,3092,311212,0.1,0.20833333333333331
3554,A street signpost for the intersection of 9th Avenue and California.,mscoco,1383,133742,0.05,0.08531746031746025
3555,Man with a bullhorn on a stage at a skateboarding event.,mscoco,4919,588008,0.0,0.0335648148148148
3556,A dog jumps over a man's back while going after a frisbee.,mscoco,2220,790633,0.1,0.35
3557,Skateboarder standing on his board while texting on a phone. ,mscoco,4077,545337,0.1,0.5833333333333333
3558,a clock attached to a building with a sign,mscoco,4522,467093,0.2,0.3125
3559,Two Canadian geese swim in a green pond.,mscoco,2218,291261,0.30000000000000004,1.0
3560,"Close up of a pizza with large slices of both chicken and mushrooms on top, and cheese, on a plate with a pizza cutter.",mscoco,5785,774766,0.05,0.0786290322580645
3561,A baseball player swinging a bat at a pitch,mscoco,3751,255509,0.30000000000000004,0.35
3562,A person riding on the back of a white horse.,mscoco,3891,446363,0.39999999999999997,0.5714285714285714
3563,An open box full of fruist and vegetables,mscoco,3733,110521,0.4,0.75
3564,A bird stands on the sand near a toy soccer ball.,mscoco,5919,209618,0.1,0.3
3565,A triangular purple flower pot. A purple flower pot in the shape of a triangle.,drawbench,54,54,0.0,0.0
3566,A stop sign on a hill in San Francisco,mscoco,2726,138541,0.05,0.5138888888888888
3567,An old time photograph of a young man.,mscoco,5346,745104,0.2,1.0
3568,Some people gathered by a very pretty river as a person surfs.,mscoco,4104,568558,0.4,1.0
3569,A picture of a man displayed from the screen of a cell phone.,mscoco,3590,192091,0.2,0.5555555555555556
3570,Various street signs on a pole in a city.,mscoco,2398,657995,0.5,1.0
3571,Three women sit smiling at a table covered with wine glasses.,mscoco,3658,315844,0.1,0.625
3572,A group of sheep standing on the grass near a wooden fence and trees.,mscoco,4452,391464,0.15,0.0922619047619047
3573,Young man and older lady drinking two different types of wine,mscoco,5051,202991,0.05,0.2121212121212121
3574,A large jetliner flying through a blue sky.,mscoco,2724,333214,0.75,0.75
3575,Three individuals flying a geometric kite on the beach.,mscoco,5604,13438,0.05,0.18840579710144925
3576,Basketball players in the process of making and defending a basket during a basketball game in an arena.,mscoco,3729,514194,0.5,0.6666666666666666
3577,A tiny and nicely decorated living room that is in someone's house. ,mscoco,2706,693607,0.2,0.6666666666666666
3578,A small bird sitting on a tile floor next to a wall,mscoco,619,412754,0.1,1.0
3579,A kitchen with wooden cabinets and stove and refrigerator.  ,mscoco,544,635045,0.15000000000000002,0.29166666666666663
3580,a red motor bike is parked in the gravel ,mscoco,2704,562908,0.15000000000000002,0.5555555555555556
3581,A red box on a pole with a solar panel on top.,mscoco,1920,686749,0.1,1.0
3582,A zebra standing in grass in its enclosure.,mscoco,4092,701954,0.35,0.75
3583,a person kneeling down next to a dog in the snow,mscoco,1537,105384,0.25,0.75
3584,A man throwing a frisbee in a green field.,mscoco,3715,57679,0.75,0.75
3585,Elephants are routinely used as heavy duty work animals.,mscoco,4693,763868,0.05,0.2515151515151515
3586,A man is performing tricks with a frisbee while others watch.,mscoco,1054,586557,0.25,0.275
3587,A desk with a laptop computer and water bottles.,mscoco,3460,16284,0.0,0.0170596128042936
3588,Cross country skiers on a ski trail between trees.,mscoco,4285,211055,0.6499999999999999,1.0
3589,A brown and white horse looking a the camera and a pony behind,mscoco,4545,281904,0.1,0.5024154589371981
3590,"Army vehicles, including a U.S. Army jeep and aircraft in a hangar or on display",mscoco,4421,432266,0.1,1.0
3591,Pots and pans sit on top of a range in a kitchen.,mscoco,4599,253966,0.25,0.29166666666666663
