,prompt,source,index,precision,reciprocal_rank,caption_id
3146,An old red colored bus with union jack flags on it,mscoco,2359,0.0,0.07142857142857142,792831
3147,A snowboarder performing a trick off a snow covered log.,mscoco,833,0.1,1.0,378892
3148,A shower equipped for a physically challenged person with a shower chair,mscoco,4165,0.1,1.0,68358
3149,A group of people are on skateboards on an empty city street.,mscoco,2441,0.3,0.5,410878
3150,A giraffe is standing in the grass under a palm tree.,mscoco,976,0.0,0.015873015873015872,739803
3151,Bathroom with pink walls and white toilet and sink,mscoco,3290,0.1,1.0,371609
3152,Several rows of bicycles and scooters parked next to a street.,mscoco,5902,0.8,1.0,483231
3153,An aerial view of a park bench and trash can in the grass.,mscoco,5921,0.1,1.0,773666
3154,A female tennis player gets ready to serve the ball. ,mscoco,4208,0.2,0.5,161056
3155,A picture of a man skateboarding on the street.,mscoco,3569,0.4,1.0,115413
3156,A skateboarder riding at the edge of a bowl.,mscoco,2323,0.5,0.25,779202
3157,a group of people sitting around a long table,mscoco,4793,0.7,1.0,158425
3158,Two giraffes in a rock enclosure at a zoo.,mscoco,2475,0.2,1.0,233676
3159,Group of people around laptops in coffee shop,mscoco,2074,0.1,0.2,371167
3160,a number of zebras in a field with trees in the background,mscoco,1716,0.6,1.0,218930
3161,Four people standing in a kitchen near an open box of a cake. ,mscoco,864,0.1,0.5,685373
3162,A laptop and books sitting on white sheets on a bed. ,mscoco,238,0.2,1.0,411963
3163,A group of horses stand beside water and grass.,mscoco,2173,0.3,1.0,660458
3164,A team of small children play baseball behind a chain link fence.,mscoco,2401,0.0,0.0625,672743
3165,A giraffe is walking in a grass field.,mscoco,2546,0.6,1.0,488310
3166,three people sitting on a couch looking at their laptops ,mscoco,2595,0.4,1.0,423664
3167,Five people sitting around a large table using their laptops.,mscoco,2028,0.2,1.0,231871
3168,a girl is sitting on a bench with a brown purse,mscoco,4142,0.0,0.07692307692307693,124186
3169,Model airplane with an American insignia and stripes on wings.,mscoco,4055,0.1,0.5,512132
3170,"An adult elephant stands next to a small, baby elephant.",mscoco,4661,0.7,1.0,407786
3171,Two men on a blue boat with dog fishing.,mscoco,3456,0.1,1.0,279166
3172,A man doing a trick on a skateboard inside a restaurant.,mscoco,1611,0.2,1.0,605914
3173,A floor looks rounded in a neat clean living room.,mscoco,3482,0.1,1.0,177240
3174,"A den with chairs, a table, couch and television.",mscoco,1726,0.2,0.3333333333333333,602492
3175,A man wearing a red shirt is eating a hot dog in a restaurant.,mscoco,1576,0.0,0.006172839506172839,778117
3176,Two people cross country skiing up a slope.,mscoco,840,0.3,0.16666666666666666,199253
3177,"A large plant-eating domesticated mammal with solid hoofs and a flowing mane and tail, used for riding, racing, and to carry and pull loads.",drawbench,84,0.0,0.010416666666666666,84
3178,A man in blue shirt windsurfing on ocean area.,mscoco,2216,0.0,0.0625,346694
3179,View of bananas freshly growing on the banana tree,mscoco,729,1.0,1.0,391985
3180,A laptop on top of a teddy bear.,drawbench,118,0.0,0.0,118
3181,A collection of teddy bears with a Christmas caroling theme. ,mscoco,5024,0.5,1.0,421897
3182,A water closet showing a toilet with open lid,mscoco,181,0.4,0.5,177541
3183,A street light clock with torches lit around it.,mscoco,994,0.4,1.0,28396
3184,A person about to surf of a surf board,mscoco,929,0.1,0.3333333333333333,758069
3185,Three dark brown doughnuts are on a plate.,mscoco,2879,0.1,0.2,764963
3186,a group of cows grazing by the water,mscoco,31,0.7,1.0,757203
3187,A man is jumping up and catching a Frisbee in a group of men. ,mscoco,1686,0.3,0.5,711540
3188,Competitors in a bicycle race passing through a town,mscoco,1464,0.4,1.0,65247
3189,A large airplane parked next to some vehicles.,mscoco,1250,0.1,0.25,323544
3190,a large group of pigeons standing around a patio,mscoco,2251,0.3,1.0,247924
3191,A large white boat with blue writing sits near several flags and red and white umbrellas on a busy beach.,mscoco,4247,0.1,1.0,430541
3192,A giraffe pokes its head through a cars sunroof.,mscoco,5985,0.1,1.0,383068
3193,A kitchen scene taken from a hallway looking at the table.,mscoco,770,0.0,0.023809523809523808,132009
3194,A room attached to a kitchen that contains a computer and a TV.,mscoco,4217,0.0,0.006578947368421052,686503
3195,A smiling couple cutting a white wedding cake.,mscoco,2269,0.9,1.0,648519
3196,A young person rides a snowboard down a hill.,mscoco,30,0.2,1.0,743133
3197,A tin cup of noodles in water sitting in front of a computer.,mscoco,99,0.1,1.0,381969
3198,A large commercial kitchen with lots of appliances,mscoco,5063,0.4,0.5,409901
3199,Several surfboards and people under ocean pier on beach.,mscoco,5070,0.1,1.0,208464
3200,A market with wooden benches selling bananas and baskets,mscoco,5984,0.1,0.5,145780
3201,Two people standing on a tennis court playing a game.,mscoco,3137,0.5,1.0,396853
3202,A large elephant standing in some tall grass.,mscoco,5994,0.3,0.5,73841
3203,"A metal street pole with illuminated walk image, no parking sign with a tow sign, one way sign, and turning lanes only sign with two curved arrows, with an awning, trees and office buildings behind.",mscoco,4200,0.1,0.5,539723
3204,tractor drives by decorated statue of a cow,mscoco,2485,0.1,1.0,123658
3205,A street crossing sign with advertisements attached to a buildings in the background.,mscoco,620,0.1,0.16666666666666666,782585
3206,A man on a tennis court is playing tennis in front of a crowd.,mscoco,1977,0.3,0.5,221230
3207,A bowl of broccoli and white rice with a red sauce.,mscoco,4269,0.1,0.5,517237
3208,A black and white fire hydrant sits on the street.,mscoco,1066,0.3,0.3333333333333333,350683
3209,Two people on skis standing on a snowy slope.,mscoco,1395,0.8,0.3333333333333333,215651
3210,A man wearing a blue and white striped t-shirt looks out a window while talking on a cell phone.,mscoco,1807,0.0,0.02857142857142857,80429
3211,A man and two women are looking at a laptop.,mscoco,3405,0.1,0.14285714285714285,349142
3212,An small airplane sitting on a runway with building in the background.,mscoco,1524,0.2,1.0,660721
3213,A laptop computer on a desk with posters on the wall behind it.,mscoco,844,0.1,0.25,228304
3214,a woman on an airplane eating from a bag of snacks ,mscoco,1745,0.1,1.0,181181
3215,Three people standing in the snow while one person wears a pair of skis,mscoco,4781,0.6,1.0,706495
3216,A large jumbo jet flies through a cloudy sky.,mscoco,2477,0.9,1.0,189021
3217,City scape with harbor and boats in the foreground.,mscoco,2875,0.8,1.0,176857
3218,A surfer stands on the beach looking at the waves.,mscoco,4263,0.2,0.3333333333333333,512052
3219,A plate of cake and brownies sits in front of a plate of doughnuts.  ,mscoco,3017,0.1,0.2,252082
3220,"Competitive snow skier in red, white and blue outfit.",mscoco,3412,0.1,0.16666666666666666,388255
3221,Two zebras are standing in an enclosure behind a fence.,mscoco,5937,0.6,1.0,18563
3222,A child holding a large slice of cheese pizza.,mscoco,699,0.9,1.0,448745
3223,A vase with red to orange flowers on a table,mscoco,2057,0.1,0.1,137923
3224,a white plate with some meat mushrooms and vegetables,mscoco,1143,0.4,1.0,368620
3225,Male tennis player holding racket with two hands in mid-swing.,mscoco,1222,0.1,0.125,765433
3226,A hitter prepares to swing as the ball approaches the plate.,mscoco,1387,0.3,1.0,664416
3227,a large tower with a clock inside of a church,mscoco,3869,0.0,0.005208333333333333,536869
3228,Zebras and giraffes eat and rest on an open plain.,mscoco,1590,0.1,0.3333333333333333,255323
3229,A bedroom with a sunflower blanket on a blue bedspread.,mscoco,2821,0.1,1.0,573456
3230,A sign that says 'Diffusion'.,drawbench,187,0.0,0.0,187
3231,Popular area next to waterway with many kites in air.,mscoco,5412,0.3,1.0,748816
3232,A small fishing boat in the ocean .,mscoco,5311,0.3,0.2,370649
3233,A boy wearing green playing tennis while people watch.,mscoco,1793,0.0,0.058823529411764705,258406
3234,A woman holds a pink bag with over sized eyes.,mscoco,64,0.1,1.0,170691
3235,A plate of stir fry is ready to be eaten.,mscoco,3508,0.3,0.5,618955
3236,A man is holding three used wine glasses. ,mscoco,277,0.1,1.0,232153
3237,Three young women are swimming on their surfboards.,mscoco,2324,0.1,1.0,629818
3238,a white cat sleeping in a wicker chair covered with a blanket,mscoco,923,0.1,1.0,157797
3239,Large tree with wooden picnic bench in wilderness area,mscoco,5976,0.1,1.0,371077
3240,A person pouring a bottle of wine into a glass.,mscoco,2723,0.8,1.0,531648
3241,A large commercial airplane flying in a clear sky,mscoco,636,0.6,0.3333333333333333,95754
3242,A person wiping out on a surfboard on a wave.,mscoco,5936,0.3,0.2,453431
3243,A sub roll is stuffed with sliced and fried meat with sauce.,mscoco,2923,0.1,0.1,31450
3244,Large zebra standing near a tree in a zoo like environment,mscoco,5098,0.1,0.5,164812
3245,several surfers are at the beach in the ocean,mscoco,2338,0.9,1.0,304516
3246,"A desk with a monitor, laptop, mouse and books on it. ",mscoco,4041,0.0,0.03333333333333333,812861
3247,Photo of a mega Lego space station inside a kid's bedroom.,drawbench,167,0.0,8.71512859172237e-06,167
3248,A group of people sitting around a dinner table.,mscoco,2301,0.8,1.0,787353
3249,Cat drinking water from a sink in a bathroom.,mscoco,5146,0.3,1.0,795352
3250,A giraffe stretching its head over a log to eat weeds.,mscoco,5576,0.0,0.014925373134328358,290930
3251,"A wood desk with a laptop computer, wireless keyboard and mouse and vase.",mscoco,2718,0.0,0.09090909090909091,178354
3252,A rural road is occupied by farm vehicles. ,mscoco,5203,0.2,1.0,282018
3253,A clock tower with a steeple and a bell on it in a town square.,mscoco,5588,0.0,0.09090909090909091,610349
3254,A man is surfing in a river while another person watches.,mscoco,144,0.3,0.3333333333333333,717658
3255,a pair of metallic scissors are on a white table,mscoco,2379,0.2,1.0,717667
3256,Two girls sitting on blanket near water with umbrella. ,mscoco,1884,0.1,1.0,814541
3257,A bowl of ramen soup sits on a table.,mscoco,1774,0.5,1.0,644501
3258,Skateboarder airborn while his feet remain on the board.,mscoco,4386,0.1,0.1,389802
3259,A black and white picture of several buses driving down a street.,mscoco,1,0.2,0.25,592015
3260,Snowboarder performing a trick midair during a run.,mscoco,1710,0.8,1.0,713112
3261,A small bird is perched on a branch in a tree.,mscoco,1737,1.0,1.0,497771
3262,A view of a baseball game with many players on the field.,mscoco,3944,0.6,1.0,726626
3263,"Voodoo donuts are decorated unconventionally, such as with Froot Loops.",mscoco,3942,0.0,0.010752688172043012,406384
3264,Two giraffes standing by a tall pole with trees in the background.,mscoco,3021,0.0,0.08333333333333333,87224
3265,A woman in a tennis outfit about to hit a ball with a racquet.,mscoco,3967,0.1,0.1111111111111111,70452
3266,a picture of big ben and a subway sign,mscoco,4324,0.1,0.25,460731
3267,"Kitchen with view of stainless stove, stainless sink, white countertop and white flour with black spots.",mscoco,5790,0.0,0.0019569471624266144,55771
3268,Police officers on motorcycles on roadway with large patriotic flags on back of motorcycles at outdoor event.,mscoco,5487,0.2,0.14285714285714285,709844
3269,"Foreign sign in water reads ""Sok Kwu wan First Street""",mscoco,5240,0.1,1.0,372461
3270,A man on a beach holding a surf board.,mscoco,5144,0.7,0.5,187765
3271,Two people with sports equipment are skiing on the snow.,mscoco,2517,0.6,1.0,368076
3272,"a plate full of turkey, vegetables, cranberry sauce, and stuffing",mscoco,5391,0.5,1.0,630136
3273,A yellow stuffed bear sits on a child's bed by a pillows. ,mscoco,224,0.5,1.0,486529
3274,A cell phone and a transaction receipt on a blue and gold damask cloth.,mscoco,773,0.1,1.0,821280
3275,there is a skier with a purple uniform in the air,mscoco,2917,0.1,1.0,305692
3276,A man with glasses is sitting in his bed with his cat below.,mscoco,4399,0.3,1.0,548551
3277,The baseball player hits the ball with a strong swing.,mscoco,2240,0.2,1.0,297121
3278,A bowl with food sitting next to two glasses.,mscoco,3123,0.0,0.025,776830
3279,Wart hogs and zebras eating grass near each other,mscoco,4478,0.1,1.0,487250
3280,Bird covers its young chick while in the tall grass of a marsh.,mscoco,4882,0.0,0.014492753623188406,236295
3281,Colorful food truck stopping for customers to order from,mscoco,5556,0.0,0.06666666666666667,55964
3282,A dog sits in a basket on a bike.,mscoco,3025,0.6,1.0,499972
3283,a man is riding on a board at the beach,mscoco,1798,0.3,0.5,705951
3284,A modern style bathroom with blue tile and white fixtures.,mscoco,3910,0.8,1.0,376166
3285,A zebra to the right of a fire hydrant.,drawbench,133,0.0,0.0,133
3286,Person skateboarding on the edge of an arena design for skate boarding.,mscoco,1408,0.1,0.1,371888
3287,An empty apartment room with a bed and computer desk.,mscoco,2397,0.0,0.09090909090909091,168816
3288,Wooden desk and cabinet unit and electronics in an occupied hotel room.,mscoco,3936,0.0,0.07142857142857142,201696
3289,A United Airlines jet flying in the blue sky.,mscoco,3862,0.1,1.0,352546
3290,"A plate of food with broccoli, radishes, rice and chips.",mscoco,4714,0.1,0.5,246358
3291,A zebra is standing in an enclosure in a zoo.,mscoco,5436,0.8,0.5,102913
3292,Many sheep are inside a wire fence near a large hill.,mscoco,5418,0.3,0.25,189280
3293,A tennis player throws the ball up to serve.,mscoco,107,0.7,1.0,102708
3294,A group of men are playing soccer on a grass field.,mscoco,2691,0.5,0.3333333333333333,341196
3295,A horse and foal in a fenced in field.,mscoco,1330,0.2,0.3333333333333333,691040
3296,a building with a clock tower against a blue sky,mscoco,1870,0.6,1.0,303170
3297,Cupcakes and other baked goods on a table for sale,mscoco,5214,0.3,1.0,126252
3298,A giraffe standing next to a small tree in the open plains ,mscoco,5340,0.3,1.0,43934
3299,A man wearing a yellow jacket and sunglasses snowboarding down a hill,mscoco,4395,0.5,1.0,612927
3300,A black and white photograph of a messy living area.,mscoco,441,0.1,0.2,105962
3301,Apples and oranges are displayed at a fruit market.,mscoco,618,0.6,0.5,59452
3302,A dog standing on the top of a couch in front of a window.,mscoco,3962,0.2,1.0,343500
3303,A statue is displayed next to some odd street signs.,mscoco,1885,0.2,1.0,654714
3304,hotdog bun with chili is held by food service worker,mscoco,5839,0.1,1.0,133881
3305,a group of people huddled together in a street holding umbrellas,mscoco,5745,0.1,0.25,506765
3306,A man with sunglasses on standing next to a basket of tennis balls.,mscoco,3782,0.1,1.0,626282
3307,A young girl kicking a soccer ball in a game,mscoco,3350,0.9,1.0,806793
3308,Biplane flying over blue ocean next to coastline.,mscoco,3992,0.5,1.0,184322
3309,A group of people on surfboards in the water.,mscoco,3766,0.8,1.0,340807
3310,A yellow and green train sitting idle on the railroad track,mscoco,3332,0.3,0.14285714285714285,258844
3311,A female tennis player on a tennis court leaning forward and holding a racquet low down,mscoco,5135,0.1,0.2,740118
3312,Two giraffes standing on bare ground in a zoo. ,mscoco,2767,0.0,0.037037037037037035,558919
3313,A young woman is sitting on the steps in front of a building and talking on a cell phone.,mscoco,3282,0.4,1.0,447851
3314,Black and white photograph of a bathroom area.,mscoco,3407,0.4,0.5,415290
3315,Black and white cat with black nose laying on bedspread.,mscoco,4284,0.2,1.0,54879
3316,Students operate notebook computers in the classroom. ,mscoco,5359,0.2,0.5,401348
3317,A stop sign with a bus route sign attached to it.,mscoco,2803,0.1,0.5,743764
3318,A fruit stand has various fruits on the table.,mscoco,335,0.7,1.0,542735
3319,A small white dog on a wooden door step.,mscoco,4933,0.1,1.0,270848
3320,Two military personnel slicing a cake while others look on.,mscoco,892,0.4,0.25,277387
3321,A black and brown dog standing outside a door. ,mscoco,2520,0.1,0.1,658357
3322,"A city block with people, cars, buses and a street vendor. ",mscoco,3628,0.1,1.0,510353
3323,A picture of a small garden with writing on the image.,mscoco,4996,0.0,0.07142857142857142,553595
3324,Four men playing doubles tennis on a court.,mscoco,1630,0.0,0.037037037037037035,345656
3325,A cheese pizza is shown on a table with a fork next to it.,mscoco,3238,0.3,1.0,717313
3326,a person laying in the water beside a blue surfboard,mscoco,336,0.1,0.1,352205
3327,A desktop computer monitor sitting on top of a desk.,mscoco,2707,0.8,1.0,620273
3328,A young man is shown using a cell phone.,mscoco,5178,0.4,0.5,761504
3329,Toilet with black walls and cream flooring with photo,mscoco,5638,0.1,0.14285714285714285,443013
3330,a woman sitting in a car while holding onto a cake in a plastic container ,mscoco,2903,0.1,1.0,249677
3331,A boat sitting on a beach near the water.,mscoco,102,0.8,0.5,565372
3332,A white plate serving a sandwich with greens.,mscoco,165,0.4,1.0,184797
3333,A slice of berry bread on a plate with a fork next to it.,mscoco,1281,0.1,1.0,16804
3334,A dish made of cauliflower and broccoli covered in sauce.,mscoco,1980,0.1,1.0,17356
3335,A fire engine inside or in front of a fire station.,mscoco,4132,0.3,1.0,183420
3336,"The  photo is taken from inside the airport,  airplane is standing at the gate.",mscoco,3580,0.1,0.16666666666666666,218659
3337,"Group sitting on park bench in front of traffic and ""Carlton Audio Visual"" store",mscoco,5273,0.1,1.0,371444
3338,An distance view of a baseball player preparing to hit the ball.,mscoco,5909,0.1,0.1111111111111111,182696
3339,A white and brown toilet with portions removed.,mscoco,1378,0.1,0.2,187493
3340,A group of elephants is pictured in a grassy area.,mscoco,1380,1.0,1.0,717077
3341,Man demonstrating horse back riding safety by wearing a helmet. ,mscoco,4069,0.1,0.16666666666666666,389818
3342,a black vanity top sink toilet and mirror,mscoco,2988,0.6,1.0,713069
3343,Runner at 1st base ready to run to 2nd.,mscoco,4437,0.0,0.00411522633744856,401644
3344,A soccer goalie guards the goal and watches the ball. ,mscoco,5548,0.3,1.0,616232
3345,People flying and watching kites at a park,mscoco,2395,0.7,1.0,588593
3346,Two Zebras are standing near some rocks. ,mscoco,302,0.2,1.0,779735
3347,some children are around a chocolate cake with three candles,mscoco,5232,0.1,1.0,122945
3348,Batter at plate preparing to swing during game in stadium.,mscoco,5231,0.1,1.0,295775
3349,A variety of fruit on display for sale,mscoco,5385,1.0,1.0,256085
3350,"Large, tusked elephant in dry grass under trees",mscoco,5465,0.3,0.25,229178
3351,Oranges sit together in a bowl in the light. ,mscoco,4611,0.8,1.0,298193
3352,A green double decker bus on road next to waterfall.,mscoco,3767,0.2,1.0,602246
3353,A man holding a pair of skis and a ski pole.,mscoco,4974,0.2,0.5,709756
3354,A snow boarding area covered with snow in winter.,mscoco,2228,0.0,0.047619047619047616,49850
3355,A close-up of two cows standing in the dirt.,mscoco,408,0.3,0.3333333333333333,131950
3356,Large sandwich with beverage seen on paper wrapper.,mscoco,2891,0.1,0.16666666666666666,634880
3357,A man standing in a kitchen while preparing food.,mscoco,1872,0.7,1.0,217708
3358,A man flying a kite over a sandy beach.,mscoco,3753,0.7,0.5,785011
3359,Sculpture of thin white dog on a park bench.,mscoco,3474,0.2,1.0,60651
3360,A dog looks at the camera while sitting on the couch.,mscoco,5947,0.2,1.0,341251
3361,a brown bear with wet fur walking in a grass field.,mscoco,4432,0.3,1.0,247449
3362,A man on a moped pulling a cart with two people.,mscoco,1862,0.0,0.05555555555555555,620004
3363,A green and blue fire hydrant sitting on a sidewalk.,mscoco,209,0.1,1.0,494959
3364,A man is riding a surfboard on the water.,mscoco,2780,0.6,0.5,558363
3365,A small dog is in a vehicle safety harness.,mscoco,2881,0.2,1.0,709411
3366,A coffee drink and a plate of croissants.,mscoco,2844,0.2,1.0,813229
3367,A man in a yellow shirt rides a skate board.,mscoco,3993,0.2,0.5,646808
3368,a clock on a tower of a castle,mscoco,2985,0.3,1.0,339318
3369,A small table with a laptop computer and a chair in front of it.,mscoco,2045,0.1,0.3333333333333333,409315
3370,A man that is holding two suitcases over his head.,mscoco,3022,0.0,0.058823529411764705,570857
3371,A man and woman are standing in skis on a mountain.,mscoco,1288,0.8,1.0,454022
3372,A group of flowers in a vase on a table.,mscoco,580,0.4,0.3333333333333333,809153
3373,A crowd of people standing on a beach flying a kite.,mscoco,4252,0.9,1.0,151210
3374,"A dual monitor station also hosts a cup of coffee, water, and a thin keyboard with a mouse.",mscoco,1433,0.1,0.2,332145
3375,A man surfs on a surfboard on a lake.,mscoco,5301,0.4,0.25,826407
3376,A pasta noodle dish with chicken and vegetables,mscoco,229,0.5,1.0,313616
3377,"A green and white traffic sign reading ""sunnydale"" and a traffic light.",mscoco,200,0.1,1.0,373652
3378,Two giraffes standing in a stone fence enclosure.,mscoco,5656,0.5,1.0,557810
3379,A young boy in a red shirt looking at a cell phone,mscoco,1912,0.1,0.125,398697
3380,Greek statue of a man tripping over a cat.,drawbench,156,0.1,0.2,156
3381,A double decker sightseeing tour bus in London. ,mscoco,1042,0.6,1.0,658272
3382,A photo of a stop sign at an intersection.,mscoco,1854,0.5,0.3333333333333333,556603
3383,A older man wearing a hat and riding a white scooter.,mscoco,503,0.1,0.5,373070
3384,"Graffiti reading ""War"" painted onto a street stop sign",mscoco,4109,0.5,1.0,166169
3385,A shot of an aging Michael J. Fox at the TV Land Awards. ,mscoco,5722,0.1,1.0,436936
3386,A gray elephant is standing in a park enclosure.,mscoco,2761,0.1,0.5,358236
3387,"A plate of food with carrots, meat with gravy and beverages on a table. ",mscoco,4463,0.3,1.0,676730
3388,A meat gyro and a cup of soup on a plate.,mscoco,3539,0.1,0.5,573930
3389,Purple flower with shell on top near unripe bananas. ,mscoco,1794,0.2,1.0,657963
3390,A refrigerator is wrapped up in cellophane in a living room. ,mscoco,3512,0.1,1.0,417153
3391,A blue motorcycle parked next to a van with a painting on it's side.,mscoco,374,0.1,0.5,74019
3392,Rather cluttered living room ith laptop and chairs.,mscoco,4211,0.1,0.14285714285714285,735291
3393,a long train going down a track beside a grassy hill ,mscoco,175,0.3,0.25,353823
3394,a train traveling next to a railway platform.,mscoco,1693,0.3,1.0,354682
3395,"Some noodles, meat, and vegetables are in a white bowl.",mscoco,3777,0.1,1.0,382684
3396,A bowl of fruit on top of oranges on a table.,mscoco,1167,0.0,0.014492753623188406,33521
3397,A tennis player in action on the court.,mscoco,191,0.1,0.16666666666666666,679786
3398,People in a park trying to fly a large purple kite that looks like a fish.,mscoco,6,0.1,1.0,399457
3399,A view of a tomatoe sandwich set on a table.,mscoco,4942,0.2,0.3333333333333333,809887
3400,"Traditional analog clock, Roman numerals, ""Le Cacheur Chateau Hierry"" on metallic blue stripped/curtain background.",mscoco,4780,0.1,1.0,99330
3401,a beach crowded with people and many different colored umbrellas,mscoco,2783,0.9,1.0,97159
3402,A grilled ham and cheese sandwich with a bite out of it.,mscoco,1762,0.0,0.08333333333333333,769003
3403,A man sitting in front of a laptop computer at a table.,mscoco,2375,0.8,0.5,786331
3404,A living room filled with furniture surrounded by windows.,mscoco,713,0.6,0.5,352661
3405,"A white plate topped with broccoli, meat and potatoes.",mscoco,967,0.2,0.25,274823
3406,A skier skiing down a steep hill with ski lifts overhead.,mscoco,5577,0.2,0.25,233167
3407,A toilet sits atop a tiled black and white floor.,mscoco,3187,0.1,0.5,372310
3408,A woman that is holding a phone and a wine glass.,mscoco,2105,0.0,0.09090909090909091,769947
3409,A man is flying a kite on a beach.,mscoco,570,0.5,0.3333333333333333,764508
3410,Two horses grazing in a fenced in grassy field.,mscoco,1037,0.3,1.0,27510
3411,Plane preparing to takeoff on runway of airport.,mscoco,5528,0.3,0.5,768892
3412,A traffic signal shows a red light at an intersection.,mscoco,5286,0.4,0.25,299030
3413,Electric guitar player using a musical keyboard and a laptop.,mscoco,4090,0.1,0.5,812263
3414,A big brown bear in the field of an enclosure.,mscoco,1071,0.1,0.5,117302
3415,A stop sign with a tan border at an intersection.,mscoco,3403,0.1,1.0,575543
3416,a bridge with a clock tower in the background,mscoco,3330,0.4,0.3333333333333333,84583
3417,An aircraft mechanic services a jet fighter parked on a runway.,mscoco,5410,0.0,0.09090909090909091,79105
3418,"A giraffe shares a habitat with a zebra, an ostrich, and an okapi.",mscoco,5392,0.1,1.0,715675
3419,a person starting to ski down a hill for a race ,mscoco,2060,0.1,0.14285714285714285,425481
3420,A view of a child with headphones on interacting with a computer. ,mscoco,1363,0.5,1.0,800864
3421,Two young people playing a game on the Nintendo Wii.,mscoco,5183,0.3,0.5,98352
3422,The large bird is flying low to the beach by the water. ,mscoco,2943,0.7,1.0,266588
3423,Two elephants standing in an open field near the ocean.,mscoco,2304,0.1,1.0,827775
3424,Young skateboarder preparing to perform while others look on.,mscoco,2356,0.0,0.08333333333333333,662022
3425,A group of elephants walking in muddy water.,mscoco,4184,0.8,1.0,200092
3426,A passenger train sits near a station platform. ,mscoco,3696,0.5,1.0,208363
3427,A pizza with tomatoes sitting on a table by a wine glass.,mscoco,1392,0.0,0.009345794392523364,786896
3428,A bundt chocolate cake on top of a plate.,mscoco,3963,0.5,1.0,601038
3429,A blue vase that is holding pink and white flowers.,mscoco,2846,0.1,1.0,426516
3430,a lincoln airport police truck parked in the back of a building with lots of windows,mscoco,3948,0.1,1.0,304930
3431,A black colored dog.,drawbench,3,0.0,0.0021598272138228943,3
3432,Man standing in a newly created kitchen with white refrigerator,mscoco,3754,0.1,0.1,415004
3433,A couple of people that are riding bikes on the street.,mscoco,714,0.7,0.5,422667
3434,A traffic light is on top of a stand in the road.,mscoco,4877,0.2,1.0,598526
3435,A large tall tower with a clock on the top.,mscoco,1976,0.8,1.0,528574
3436,A man kiteboarding over a large body of water.,mscoco,3399,0.8,1.0,223077
3437,Large white yacht in the sea with windsurfers nearby.,mscoco,3015,0.1,1.0,421738
3438,A large decorative Air Force plane on display.,mscoco,632,0.4,1.0,4720
3439,Two large zebras graze inside an enclosed area,mscoco,1887,0.5,1.0,293929
3440,"Room with fireplace, radiator, and window, empty of furniture, being painted.",mscoco,3792,0.1,1.0,294216
3441,a brown and black bear and a green branch,mscoco,1199,0.0,0.015625,36703
3442,"This Masai giraffe has had numerous conflicts of head butting, as proven by the many head lumps developed.  ",mscoco,5781,0.0,0.04,574764
3443,a large elephant that is standing next to a car,mscoco,4679,0.5,1.0,572629
3444,Two cats sitting in front of a window.,mscoco,1326,1.0,1.0,460946
3445,Some very cute looking ducks in  the grass.,mscoco,2948,0.6,1.0,569380
3446,Skate boarder on half pipe about to fall off.,mscoco,3639,0.0,0.0016339869281045752,439321
3447,a large zebra that is walking on some grass,mscoco,4711,0.7,1.0,572307
3448,A small bathroom has holes in the wall and a white toilet.,mscoco,4738,0.1,0.5,489702
3449,a person flying a kite over a large green field.,mscoco,2025,0.8,1.0,60965
3450,Large street sign on post next to traffic light and building.,mscoco,4922,0.0,0.041666666666666664,412512
3451,some silver scissors thread and a bag and supplies,mscoco,5873,0.1,1.0,811594
3452,"Eight car train passing through rural area in winter.
",mscoco,4521,0.1,0.2,19372
3453,A man walks down the sidewalk with a bag while traffic alongside him is in the road.,mscoco,122,0.0,0.011627906976744186,75195
3454,A crowd watches a baseball player with a bat in his hands. ,mscoco,2760,0.3,0.5,604603
3455,The young man is riding a surf board in the ocean.,mscoco,2553,0.3,0.5,169804
3456,A picture of an airplane sitting in a hanger.,mscoco,617,0.6,1.0,272193
3457,A tennis player touching the U.S. Open banner.,mscoco,1933,0.1,1.0,169957
3458,There is a muffin next to the grapefruit.,mscoco,727,0.1,1.0,813222
3459,some black and white cows in their pen and trees,mscoco,3683,0.1,0.25,547720
3460,A wooden bowl containing a bunch of green bananas.  ,mscoco,2191,0.1,1.0,212514
3461,A train is pulled up to a boarding station.,mscoco,3281,0.2,1.0,156249
3462,A picture of a large building with a clock tower.,mscoco,3083,0.2,0.16666666666666666,528005
3463,A elephant that is standing in the grass.,mscoco,927,1.0,1.0,464014
3464,Red and grey train with orange stripe on tracks.,mscoco,682,0.1,0.5,231745
3465,A black and white photograph of a train on a flooded track.,mscoco,2033,0.1,1.0,172694
3466,A cat stands entranced by picture of a rat on a television screen.,mscoco,437,0.0,0.047619047619047616,737018
3467,Several birds standing around on a fence near the ocean at sunset. ,mscoco,5543,0.1,0.16666666666666666,681129
3468,Two identical images of a female player with tennis racket and ball.,mscoco,4022,0.8,1.0,704650
3469,A boy swinging a baseball bat at a ball on a field.,mscoco,4639,0.9,1.0,515488
3470,A market features a variety of fruits and vegetables. ,mscoco,2096,1.0,1.0,272750
3471,A woman and a child playing with blocks in a living room. ,mscoco,3602,0.1,1.0,511329
3472,there is a woman standing in the woods with a yellow suitcase,mscoco,4297,0.1,0.3333333333333333,451629
3473,"A desk with computer, laptop, phone and cell phone on top.",mscoco,2565,0.0,0.041666666666666664,573290
